 Episode    Step   Epsilon     MeanReward     MeanLength       MeanLoss     MeanQValue      TimeDelta                Time
     113  105000     0.896        -20.280        919.330          0.011         -0.118         -0.111         54.855 2025-12-06T23:52:58
     119  110000     0.891        -20.320        915.090          0.011         -0.129         -0.122         54.811 2025-12-06T23:53:53
     124  115000     0.886        -20.320        911.580          0.011         -0.138         -0.132         54.412 2025-12-06T23:54:47
     129  120000     0.881        -20.290        913.470          0.011         -0.147         -0.141         54.022 2025-12-06T23:55:41
     134  125000     0.876        -20.240        918.370          0.011         -0.156         -0.149         53.866 2025-12-06T23:56:35
     140  130000     0.871        -20.210        920.990          0.011         -0.166         -0.159         54.355 2025-12-06T23:57:29
     145  135000     0.866        -20.240        917.660          0.011         -0.175         -0.168         53.910 2025-12-06T23:58:23
     151  140000     0.861        -20.210        918.370          0.011         -0.185         -0.178         53.741 2025-12-06T23:59:17
     156  145000     0.856        -20.200        917.010          0.011         -0.194         -0.187         53.616 2025-12-07T00:00:10
     162  150000     0.852        -20.200        915.600          0.011         -0.203         -0.196         54.038 2025-12-07T00:01:05
     167  155000     0.847        -20.200        916.250          0.011         -0.211         -0.204         53.967 2025-12-07T00:01:58
     173  160000     0.842        -20.200        919.710          0.011         -0.219         -0.212         53.911 2025-12-07T00:02:52
     178  165000     0.837        -20.220        919.630          0.011         -0.227         -0.220         53.825 2025-12-07T00:03:46
     184  170000     0.832        -20.250        910.980          0.011         -0.236         -0.229         53.737 2025-12-07T00:04:40
     189  175000     0.827        -20.270        911.150          0.011         -0.245         -0.238         54.097 2025-12-07T00:05:34
     196  180000     0.822        -20.280        908.740          0.011         -0.256         -0.249         53.782 2025-12-07T00:06:28
     201  185000     0.817        -20.290        906.890          0.011         -0.264         -0.257         53.945 2025-12-07T00:07:22
     207  190000     0.812        -20.330        900.330          0.011         -0.274         -0.267         54.050 2025-12-07T00:08:16
     213  195000     0.807        -20.360        898.880          0.011         -0.284         -0.276         53.729 2025-12-07T00:09:10
     219  200000     0.802        -20.360        900.140          0.011         -0.293         -0.286         53.729 2025-12-07T00:10:03
     224  205000     0.797        -20.340        900.520          0.011         -0.300         -0.293         54.070 2025-12-07T00:10:57
     230  210000     0.792        -20.370        894.320          0.011         -0.309         -0.301         54.052 2025-12-07T00:11:51
     235  215000     0.787        -20.400        892.530          0.011         -0.317         -0.309         53.894 2025-12-07T00:12:45
     241  220000     0.782        -20.420        889.460          0.012         -0.326         -0.318         54.145 2025-12-07T00:13:39
     247  225000     0.777        -20.430        888.200          0.012         -0.336         -0.328         54.527 2025-12-07T00:14:34
     252  230000     0.772        -20.410        889.080          0.012         -0.344         -0.336         53.959 2025-12-07T00:15:28
     258  235000     0.767        -20.440        888.820          0.012         -0.354         -0.346         54.331 2025-12-07T00:16:22
     263  240000     0.762        -20.440        891.970          0.012         -0.362         -0.354         54.328 2025-12-07T00:17:17
     268  245000     0.757        -20.420        890.240          0.012         -0.371         -0.363         54.378 2025-12-07T00:18:11
     274  250000     0.753        -20.440        887.520          0.012         -0.381         -0.373         54.582 2025-12-07T00:19:06
     280  255000     0.748        -20.430        886.110          0.012         -0.391         -0.383         54.884 2025-12-07T00:20:00
     285  260000     0.743        -20.410        889.520          0.012         -0.399         -0.391         54.919 2025-12-07T00:20:55
     290  265000     0.738        -20.420        889.810          0.012         -0.407         -0.398         54.960 2025-12-07T00:21:50
     296  270000     0.733        -20.410        894.450          0.012         -0.416         -0.408         54.921 2025-12-07T00:22:45
     302  275000     0.728        -20.390        895.090          0.011         -0.425         -0.417         54.491 2025-12-07T00:23:40
     307  280000     0.723        -20.370        899.720          0.011         -0.432         -0.424         54.934 2025-12-07T00:24:35
     313  285000     0.718        -20.370        899.850          0.010         -0.442         -0.434         55.025 2025-12-07T00:25:30
     319  290000     0.713        -20.370        897.970          0.010         -0.451         -0.443         54.979 2025-12-07T00:26:25
     325  295000     0.708        -20.400        894.590          0.009         -0.461         -0.453         55.093 2025-12-07T00:27:20
     331  300000     0.703        -20.420        889.910          0.009         -0.470         -0.462         54.785 2025-12-07T00:28:15
     337  305000     0.698        -20.430        887.330          0.008         -0.479         -0.471         54.869 2025-12-07T00:29:09
     343  310000     0.693        -20.440        883.500          0.008         -0.488         -0.480         55.001 2025-12-07T00:30:04
     349  315000     0.688        -20.480        880.100          0.007         -0.496         -0.489         54.884 2025-12-07T00:30:59
     354  320000     0.683        -20.480        878.200          0.007         -0.503         -0.496         55.108 2025-12-07T00:31:54
     360  325000     0.678        -20.470        879.450          0.006         -0.512         -0.504         55.200 2025-12-07T00:32:50
     365  330000     0.673        -20.480        877.330          0.006         -0.519         -0.512         55.073 2025-12-07T00:33:45
     371  335000     0.668        -20.510        874.930          0.005         -0.528         -0.521         54.997 2025-12-07T00:34:40
     377  340000     0.663        -20.490        877.830          0.005         -0.538         -0.530         54.626 2025-12-07T00:35:34
     382  345000     0.658        -20.510        873.250          0.005         -0.546         -0.538         54.749 2025-12-07T00:36:29
     388  350000     0.653        -20.490        874.500          0.004         -0.555         -0.547         54.808 2025-12-07T00:37:24
     394  355000     0.649        -20.520        867.290          0.004         -0.565         -0.558         55.106 2025-12-07T00:38:19
     400  360000     0.644        -20.530        868.470          0.003         -0.575         -0.567         54.900 2025-12-07T00:39:14
     405  365000     0.639        -20.530        870.240          0.003         -0.584         -0.576         54.974 2025-12-07T00:40:09
     410  370000     0.634        -20.540        870.470          0.003         -0.592         -0.584         54.865 2025-12-07T00:41:04
     415  375000     0.629        -20.480        879.060          0.003         -0.600         -0.592         54.888 2025-12-07T00:41:59
     420  380000     0.624        -20.430        887.180          0.003         -0.609         -0.601         54.695 2025-12-07T00:42:53
     425  385000     0.619        -20.400        892.970          0.003         -0.618         -0.610         54.643 2025-12-07T00:43:48
     431  390000     0.614        -20.380        897.690          0.003         -0.630         -0.622         54.663 2025-12-07T00:44:43
     437  395000     0.609        -20.350        900.460          0.003         -0.641         -0.633         54.820 2025-12-07T00:45:37
     442  400000     0.604        -20.320        905.220          0.003         -0.650         -0.642         54.924 2025-12-07T00:46:32
     448  405000     0.599        -20.300        908.680          0.003         -0.661         -0.653         55.064 2025-12-07T00:47:27
     453  410000     0.594        -20.290        911.460          0.003         -0.670         -0.662         54.807 2025-12-07T00:48:22
     458  415000     0.589        -20.260        914.230          0.003         -0.679         -0.671         54.653 2025-12-07T00:49:17
     464  420000     0.584        -20.270        917.980          0.003         -0.690         -0.682         54.697 2025-12-07T00:50:12
     469  425000     0.579        -20.250        918.040          0.003         -0.698         -0.690         54.495 2025-12-07T00:51:06
     475  430000     0.574        -20.270        917.110          0.003         -0.707         -0.699         54.729 2025-12-07T00:52:01
     480  435000     0.569        -20.270        917.760          0.003         -0.715         -0.707         54.476 2025-12-07T00:52:55
     486  440000     0.564        -20.260        922.250          0.002         -0.723         -0.716         54.435 2025-12-07T00:53:50
     491  445000     0.559        -20.210        928.890          0.002         -0.731         -0.723         54.521 2025-12-07T00:54:44
     497  450000     0.554        -20.220        927.390          0.002         -0.739         -0.732         54.756 2025-12-07T00:55:39
     502  455000     0.550        -20.210        932.230          0.002         -0.746         -0.739         54.671 2025-12-07T00:56:34
     507  460000     0.545        -20.180        932.930          0.002         -0.753         -0.745         54.731 2025-12-07T00:57:28
     513  465000     0.540        -20.240        924.440          0.002         -0.761         -0.753         54.496 2025-12-07T00:58:23
     518  470000     0.535        -20.280        917.750          0.003         -0.767         -0.759         55.024 2025-12-07T00:59:18
     524  475000     0.530        -20.270        919.100          0.003         -0.773         -0.765         54.614 2025-12-07T01:00:12
     529  480000     0.525        -20.270        921.360          0.003         -0.777         -0.769         54.717 2025-12-07T01:01:07
     534  485000     0.520        -20.290        921.430          0.003         -0.782         -0.774         54.617 2025-12-07T01:02:02
     539  490000     0.515        -20.240        928.820          0.003         -0.785         -0.777         54.463 2025-12-07T01:02:56
     544  495000     0.510        -20.230        929.720          0.003         -0.790         -0.782         54.735 2025-12-07T01:03:51
     549  500000     0.505        -20.210        933.930          0.003         -0.795         -0.787         54.775 2025-12-07T01:04:46
     555  505000     0.500        -20.250        928.920          0.003         -0.801         -0.793         54.467 2025-12-07T01:05:40
     560  510000     0.495        -20.190        934.600          0.003         -0.805         -0.797         54.661 2025-12-07T01:06:35
     565  515000     0.490        -20.160        937.510          0.003         -0.811         -0.803         54.698 2025-12-07T01:07:30
     571  520000     0.485        -20.180        935.180          0.003         -0.818         -0.810         54.908 2025-12-07T01:08:25
     576  525000     0.480        -20.150        939.990          0.004         -0.824         -0.816         54.571 2025-12-07T01:09:19
     581  530000     0.475        -20.160        938.060          0.004         -0.830         -0.822         54.798 2025-12-07T01:10:14
     586  535000     0.470        -20.140        943.590          0.004         -0.836         -0.828         54.496 2025-12-07T01:11:08
     592  540000     0.465        -20.140        942.720          0.004         -0.843         -0.835         54.872 2025-12-07T01:12:03
     597  545000     0.460        -20.100        945.890          0.004         -0.849         -0.840         54.851 2025-12-07T01:12:58
     602  550000     0.456        -20.090        943.970          0.004         -0.855         -0.846         54.704 2025-12-07T01:13:53
     607  555000     0.451        -20.090        948.760          0.004         -0.860         -0.851         55.017 2025-12-07T01:14:48
     613  560000     0.446        -20.050        951.920          0.004         -0.866         -0.858         54.929 2025-12-07T01:15:43
     617  565000     0.441        -20.070        959.040          0.004         -0.870         -0.861         53.504 2025-12-07T01:16:36
     623  570000     0.436        -20.080        956.750          0.004         -0.876         -0.867         52.389 2025-12-07T01:17:29
     627  575000     0.431        -20.010        964.960          0.004         -0.880         -0.871         52.734 2025-12-07T01:18:21
     632  580000     0.426        -20.010        973.180          0.004         -0.885         -0.877         52.854 2025-12-07T01:19:14
     637  585000     0.421        -20.000        975.830          0.004         -0.891         -0.882         52.488 2025-12-07T01:20:07
     641  590000     0.416        -20.030        979.320          0.004         -0.896         -0.887         54.882 2025-12-07T01:21:02
     646  595000     0.411        -20.040        981.300          0.004         -0.900         -0.891         55.011 2025-12-07T01:21:57
     651  600000     0.406        -20.050        988.270          0.003         -0.905         -0.896         54.958 2025-12-07T01:22:52
     655  605000     0.401        -20.000        999.780          0.003         -0.908         -0.899         54.616 2025-12-07T01:23:46
     659  610000     0.396        -20.030       1006.250          0.003         -0.912         -0.903         54.671 2025-12-07T01:24:41
     663  615000     0.391        -20.020       1010.730          0.003         -0.915         -0.906         55.004 2025-12-07T01:25:36
     668  620000     0.386        -19.980       1026.760          0.003         -0.918         -0.908         54.816 2025-12-07T01:26:31
     671  625000     0.381        -19.930       1040.120          0.003         -0.919         -0.910         54.807 2025-12-07T01:27:26
     676  630000     0.376        -19.870       1050.830          0.003         -0.921         -0.912         53.961 2025-12-07T01:28:19
     679  635000     0.371        -19.820       1064.600          0.003         -0.923         -0.913         52.649 2025-12-07T01:29:12
     683  640000     0.366        -19.760       1080.420          0.003         -0.924         -0.915         52.598 2025-12-07T01:30:05
     686  645000     0.361        -19.670       1096.390          0.003         -0.925         -0.916         52.326 2025-12-07T01:30:57
     690  650000     0.356        -19.570       1121.480          0.003         -0.926         -0.917         52.567 2025-12-07T01:31:50
     693  655000     0.352        -19.550       1128.220          0.003         -0.926         -0.917         52.670 2025-12-07T01:32:42
     697  660000     0.347        -19.420       1148.630          0.003         -0.927         -0.917         54.854 2025-12-07T01:33:37
     701  665000     0.342        -19.370       1163.610          0.003         -0.927         -0.917         54.959 2025-12-07T01:34:32
     704  670000     0.337        -19.310       1173.220          0.003         -0.927         -0.917         54.652 2025-12-07T01:35:27
     708  675000     0.332        -19.210       1193.170          0.003         -0.926         -0.917         55.129 2025-12-07T01:36:22
     711  680000     0.327        -19.120       1206.190          0.003         -0.926         -0.916         54.843 2025-12-07T01:37:17
     715  685000     0.322        -19.040       1222.370          0.003         -0.926         -0.916         54.878 2025-12-07T01:38:12
     718  690000     0.317        -18.940       1237.200          0.003         -0.925         -0.915         54.820 2025-12-07T01:39:06
     722  695000     0.312        -18.900       1257.170          0.003         -0.925         -0.914         55.014 2025-12-07T01:40:01
     725  700000     0.307        -18.850       1270.620          0.003         -0.924         -0.913         54.868 2025-12-07T01:40:56
     729  705000     0.302        -18.780       1283.060          0.003         -0.923         -0.912         55.006 2025-12-07T01:41:51
     732  710000     0.297        -18.670       1291.230          0.003         -0.922         -0.911         55.032 2025-12-07T01:42:46
     735  715000     0.292        -18.590       1313.440          0.003         -0.921         -0.909         54.936 2025-12-07T01:43:41
     739  720000     0.287        -18.530       1328.730          0.003         -0.918         -0.906         54.746 2025-12-07T01:44:36
     742  725000     0.282        -18.520       1334.720          0.004         -0.915         -0.904         55.192 2025-12-07T01:45:31
     746  730000     0.277        -18.430       1351.910          0.004         -0.911         -0.899         54.893 2025-12-07T01:46:26
     749  735000     0.272        -18.340       1362.760          0.004         -0.908         -0.896         54.560 2025-12-07T01:47:21
     752  740000     0.267        -18.270       1375.820          0.004         -0.904         -0.892         54.844 2025-12-07T01:48:16
     755  745000     0.262        -18.190       1385.220          0.004         -0.900         -0.888         55.056 2025-12-07T01:49:11
     758  750000     0.258        -18.010       1409.070          0.004         -0.896         -0.883         53.594 2025-12-07T01:50:04
     761  755000     0.253        -17.920       1422.880          0.004         -0.892         -0.879         52.474 2025-12-07T01:50:57
     764  760000     0.248        -17.780       1436.290          0.004         -0.887         -0.874         52.604 2025-12-07T01:51:49
     767  765000     0.243        -17.680       1450.560          0.004         -0.883         -0.870         52.425 2025-12-07T01:52:42
     770  770000     0.238        -17.590       1463.890          0.004         -0.879         -0.866         52.368 2025-12-07T01:53:34
     773  775000     0.233        -17.510       1476.890          0.004         -0.874         -0.861         52.751 2025-12-07T01:54:27
     776  780000     0.228        -17.430       1492.380          0.004         -0.870         -0.856         52.810 2025-12-07T01:55:20
     779  785000     0.223        -17.380       1498.030          0.004         -0.864         -0.851         54.631 2025-12-07T01:56:14
     783  790000     0.218        -17.340       1505.790          0.004         -0.856         -0.843         54.730 2025-12-07T01:57:09
     785  795000     0.213        -17.330       1508.560          0.004         -0.853         -0.839         54.877 2025-12-07T01:58:04
     788  800000     0.208        -17.250       1521.190          0.005         -0.847         -0.833         55.222 2025-12-07T01:58:59
     791  805000     0.203        -17.150       1530.690          0.005         -0.841         -0.827         54.546 2025-12-07T01:59:54
     794  810000     0.198        -17.100       1546.880          0.005         -0.835         -0.821         54.560 2025-12-07T02:00:48
     797  815000     0.193        -17.090       1552.230          0.005         -0.829         -0.815         54.777 2025-12-07T02:01:43
     800  820000     0.188        -16.990       1563.800          0.005         -0.823         -0.808         54.534 2025-12-07T02:02:37
     803  825000     0.183        -16.890       1576.350          0.005         -0.817         -0.802         54.753 2025-12-07T02:03:32
     805  830000     0.178        -16.850       1585.550          0.005         -0.813         -0.798         54.688 2025-12-07T02:04:27
     808  835000     0.173        -16.760       1594.850          0.005         -0.807         -0.792         54.616 2025-12-07T02:05:22
     811  840000     0.168        -16.680       1608.030          0.005         -0.801         -0.786         54.974 2025-12-07T02:06:16
     813  845000     0.163        -16.600       1612.370          0.005         -0.797         -0.782         54.842 2025-12-07T02:07:11
     816  850000     0.159        -16.470       1629.240          0.005         -0.791         -0.776         54.528 2025-12-07T02:08:06
     818  855000     0.154        -16.400       1638.090          0.005         -0.787         -0.772         54.645 2025-12-07T02:09:01
     821  860000     0.149        -16.200       1657.120          0.005         -0.781         -0.766         54.876 2025-12-07T02:09:55
     824  865000     0.144        -16.100       1668.610          0.005         -0.775         -0.760         54.939 2025-12-07T02:10:50
     826  870000     0.139        -16.030       1679.330          0.005         -0.771         -0.756         54.783 2025-12-07T02:11:45
     829  875000     0.134        -15.920       1691.490          0.005         -0.765         -0.750         54.473 2025-12-07T02:12:40
     832  880000     0.129        -15.900       1703.380          0.005         -0.758         -0.743         54.822 2025-12-07T02:13:34
     834  885000     0.124        -15.780       1712.620          0.005         -0.754         -0.739         55.174 2025-12-07T02:14:30
     837  890000     0.119        -15.660       1724.720          0.005         -0.748         -0.733         55.039 2025-12-07T02:15:25
     839  895000     0.114        -15.560       1736.380          0.005         -0.744         -0.729         55.070 2025-12-07T02:16:20
     842  900000     0.109        -15.390       1753.070          0.005         -0.739         -0.724         54.714 2025-12-07T02:17:14
     844  905000     0.104        -15.360       1760.680          0.005         -0.735         -0.720         54.576 2025-12-07T02:18:09
     847  910000     0.099        -15.120       1783.840          0.005         -0.729         -0.714         54.610 2025-12-07T02:19:04
     849  915000     0.094        -15.000       1799.870          0.005         -0.725         -0.710         55.181 2025-12-07T02:19:59
     852  920000     0.089        -14.960       1805.270          0.005         -0.720         -0.705         54.899 2025-12-07T02:20:54
     854  925000     0.084        -14.840       1819.620          0.005         -0.716         -0.701         54.427 2025-12-07T02:21:48
     856  930000     0.079        -14.740       1830.930          0.005         -0.712         -0.697         52.400 2025-12-07T02:22:40
     859  935000     0.074        -14.650       1842.170          0.005         -0.706         -0.691         52.913 2025-12-07T02:23:33
     861  940000     0.069        -14.520       1856.550          0.005         -0.702         -0.687         52.796 2025-12-07T02:24:26
     863  945000     0.064        -14.550       1859.390          0.005         -0.698         -0.683         52.515 2025-12-07T02:25:19
     866  950000     0.060        -14.430       1874.830          0.005         -0.692         -0.677         52.461 2025-12-07T02:26:11
     868  955000     0.055        -14.380       1881.270          0.005         -0.688         -0.673         52.410 2025-12-07T02:27:04
     870  960000     0.050        -14.270       1894.300          0.005         -0.684         -0.669         53.146 2025-12-07T02:27:57
     873  965000     0.045        -14.240       1899.840          0.005         -0.678         -0.663         54.700 2025-12-07T02:28:51
     875  970000     0.040        -14.210       1907.230          0.005         -0.674         -0.659         55.055 2025-12-07T02:29:46
     877  975000     0.035        -14.030       1922.810          0.005         -0.670         -0.655         54.655 2025-12-07T02:30:41
     880  980000     0.030        -13.930       1941.970          0.005         -0.664         -0.650         54.712 2025-12-07T02:31:36
     882  985000     0.025        -13.790       1953.690          0.005         -0.661         -0.647         54.737 2025-12-07T02:32:31
     885  990000     0.020        -13.630       1966.530          0.005         -0.656         -0.641         54.532 2025-12-07T02:33:25
     887  995000     0.015        -13.610       1965.800          0.005         -0.652         -0.638         54.523 2025-12-07T02:34:20
     889 1000000     0.010        -13.490       1975.500          0.005         -0.648         -0.634         54.691 2025-12-07T02:35:14
     892 1005000     0.010        -13.480       1976.240          0.005         -0.643         -0.629         54.906 2025-12-07T02:36:09
     894 1010000     0.010        -13.370       1988.370          0.005         -0.640         -0.626         54.588 2025-12-07T02:37:04
     896 1015000     0.010        -13.170       2009.340          0.005         -0.636         -0.623         54.771 2025-12-07T02:37:59
     898 1020000     0.010        -13.110       2021.970          0.005         -0.633         -0.619         54.856 2025-12-07T02:38:53
     900 1025000     0.010        -12.980       2036.710          0.005         -0.630         -0.616         54.838 2025-12-07T02:39:48
     902 1030000     0.010        -12.830       2055.960          0.005         -0.627         -0.613         54.892 2025-12-07T02:40:43
     904 1035000     0.010        -12.800       2059.580          0.005         -0.623         -0.610         54.715 2025-12-07T02:41:38
     907 1040000     0.010        -12.710       2073.650          0.005         -0.618         -0.605         54.770 2025-12-07T02:42:33
     909 1045000     0.010        -12.550       2089.650          0.005         -0.615         -0.602         54.740 2025-12-07T02:43:27
     911 1050000     0.010        -12.510       2097.250          0.005         -0.612         -0.599         54.494 2025-12-07T02:44:22
     913 1055000     0.010        -12.500       2105.910          0.005         -0.609         -0.596         54.611 2025-12-07T02:45:17
     915 1060000     0.010        -12.530       2103.710          0.005         -0.606         -0.593         54.502 2025-12-07T02:46:11
     918 1065000     0.010        -12.470       2116.610          0.005         -0.602         -0.589         54.511 2025-12-07T02:47:06
     920 1070000     0.010        -12.480       2116.800          0.005         -0.599         -0.586         52.464 2025-12-07T02:47:58
     923 1075000     0.010        -12.550       2117.200          0.005         -0.594         -0.582         52.413 2025-12-07T02:48:50
     926 1080000     0.010        -12.610       2114.170          0.004         -0.589         -0.577         52.536 2025-12-07T02:49:43
     928 1085000     0.010        -12.580       2121.880          0.004         -0.586         -0.574         52.530 2025-12-07T02:50:35
     930 1090000     0.010        -12.450       2134.190          0.004         -0.583         -0.571         52.190 2025-12-07T02:51:28
     933 1095000     0.010        -12.550       2131.720          0.004         -0.579         -0.567         52.274 2025-12-07T02:52:20
     935 1100000     0.010        -12.400       2148.150          0.004         -0.577         -0.565         52.840 2025-12-07T02:53:13
     937 1105000     0.010        -12.440       2156.170          0.004         -0.575         -0.563         52.710 2025-12-07T02:54:05
     938 1110000     0.010        -12.360       2163.920          0.004         -0.574         -0.562         52.142 2025-12-07T02:54:58
     940 1115000     0.010        -12.260       2176.540          0.004         -0.571         -0.559         52.057 2025-12-07T02:55:50
     942 1120000     0.010        -12.040       2199.710          0.004         -0.568         -0.557         54.661 2025-12-07T02:56:44
     944 1125000     0.010        -11.960       2207.230          0.004         -0.566         -0.554         53.541 2025-12-07T02:57:38
     946 1130000     0.010        -12.030       2210.880          0.004         -0.563         -0.551         52.203 2025-12-07T02:58:30
     948 1135000     0.010        -12.030       2214.520          0.004         -0.561         -0.549         52.205 2025-12-07T02:59:22
     950 1140000     0.010        -11.900       2228.540          0.004         -0.558         -0.547         52.105 2025-12-07T03:00:14
     952 1145000     0.010        -11.530       2254.330          0.004         -0.556         -0.544         52.655 2025-12-07T03:01:07
     954 1150000     0.010        -11.460       2260.060          0.004         -0.553         -0.542         52.178 2025-12-07T03:01:59
     955 1155000     0.010        -11.410       2263.110          0.004         -0.552         -0.541         52.400 2025-12-07T03:02:52
     958 1160000     0.010        -11.360       2276.370          0.004         -0.548         -0.537         54.416 2025-12-07T03:03:46
     959 1165000     0.010        -11.390       2278.080          0.004         -0.547         -0.536         52.197 2025-12-07T03:04:38
     961 1170000     0.010        -11.430       2285.040          0.004         -0.544         -0.533         53.748 2025-12-07T03:05:32
     963 1175000     0.010        -11.260       2295.200          0.004         -0.542         -0.530         52.010 2025-12-07T03:06:24
     965 1180000     0.010        -11.190       2306.130          0.004         -0.539         -0.528         52.089 2025-12-07T03:07:16
     967 1185000     0.010        -11.110       2322.080          0.004         -0.537         -0.526         51.974 2025-12-07T03:08:08
     969 1190000     0.010        -11.080       2328.030          0.004         -0.534         -0.523         52.055 2025-12-07T03:09:00
     971 1195000     0.010        -10.960       2336.790          0.004         -0.531         -0.520         53.475 2025-12-07T03:09:54
     973 1200000     0.010        -10.810       2357.520          0.004         -0.529         -0.517         54.535 2025-12-07T03:10:48
     974 1205000     0.010        -10.700       2366.500          0.004         -0.527         -0.516         54.456 2025-12-07T03:11:43
     976 1210000     0.010        -10.560       2380.750          0.004         -0.524         -0.512         54.338 2025-12-07T03:12:37
     978 1215000     0.010        -10.430       2392.520          0.004         -0.520         -0.509         54.667 2025-12-07T03:13:32
     979 1220000     0.010        -10.380       2398.540          0.004         -0.519         -0.507         54.767 2025-12-07T03:14:26
     981 1225000     0.010        -10.200       2422.240          0.004         -0.515         -0.504         54.555 2025-12-07T03:15:21
     982 1230000     0.010        -10.080       2432.850          0.004         -0.513         -0.502         54.479 2025-12-07T03:16:15
     984 1235000     0.010         -9.860       2457.640          0.004         -0.510         -0.499         54.863 2025-12-07T03:17:10
     986 1240000     0.010         -9.580       2478.520          0.004         -0.506         -0.495         54.376 2025-12-07T03:18:05
     987 1245000     0.010         -9.390       2490.960          0.004         -0.504         -0.493         54.227 2025-12-07T03:18:59
     990 1250000     0.010         -9.310       2499.160          0.004         -0.499         -0.488         54.547 2025-12-07T03:19:53
     991 1255000     0.010         -9.220       2510.510          0.004         -0.497         -0.486         54.444 2025-12-07T03:20:48
     993 1260000     0.010         -8.960       2534.000          0.004         -0.493         -0.482         54.083 2025-12-07T03:21:42
     994 1265000     0.010         -8.910       2537.170          0.004         -0.491         -0.480         54.660 2025-12-07T03:22:37
     996 1270000     0.010         -8.790       2554.120          0.004         -0.487         -0.476         54.657 2025-12-07T03:23:31
     997 1275000     0.010         -8.690       2565.780          0.004         -0.485         -0.474         54.507 2025-12-07T03:24:26
     999 1280000     0.010         -8.420       2576.470          0.004         -0.480         -0.470         54.721 2025-12-07T03:25:20
    1001 1285000     0.010         -8.360       2583.170          0.004         -0.476         -0.465         54.528 2025-12-07T03:26:15
    1002 1290000     0.010         -8.290       2590.250          0.004         -0.474         -0.463         54.502 2025-12-07T03:27:10
    1004 1295000     0.010         -8.140       2605.500          0.004         -0.469         -0.459         54.484 2025-12-07T03:28:04
    1005 1300000     0.010         -8.060       2615.530          0.004         -0.467         -0.456         54.572 2025-12-07T03:28:59
    1007 1305000     0.010         -7.840       2640.300          0.004         -0.463         -0.452         54.614 2025-12-07T03:29:53
    1009 1310000     0.010         -7.770       2649.930          0.004         -0.458         -0.447         54.452 2025-12-07T03:30:48
    1010 1315000     0.010         -7.750       2654.830          0.004         -0.456         -0.445         54.305 2025-12-07T03:31:42
    1012 1320000     0.010         -7.470       2677.710          0.004         -0.451         -0.440         54.407 2025-12-07T03:32:36
    1014 1325000     0.010         -7.330       2690.140          0.004         -0.446         -0.435         54.433 2025-12-07T03:33:31
    1015 1330000     0.010         -7.260       2696.710          0.004         -0.443         -0.433         54.459 2025-12-07T03:34:25
    1017 1335000     0.010         -7.010       2712.170          0.004         -0.438         -0.427         54.428 2025-12-07T03:35:20
    1019 1340000     0.010         -6.810       2731.450          0.004         -0.433         -0.422         54.270 2025-12-07T03:36:14
    1020 1345000     0.010         -6.600       2745.960          0.004         -0.430         -0.419         54.481 2025-12-07T03:37:08
    1022 1350000     0.010         -6.270       2778.610          0.004         -0.425         -0.414         54.565 2025-12-07T03:38:03
    1023 1355000     0.010         -6.140       2796.570          0.004         -0.422         -0.412         54.111 2025-12-07T03:38:57
    1024 1360000     0.010         -5.930       2817.360          0.004         -0.419         -0.409         54.343 2025-12-07T03:39:51
    1026 1365000     0.010         -5.660       2850.700          0.004         -0.414         -0.403         54.372 2025-12-07T03:40:46
